userCode,extId,moduleId,sessionId,sessionToken,trialId,executableId,session.complete,session.condition,session.forceExit,givenResponse,reactionTime,score,stimulusValue,stimulusType,stimulusPosition,correctResponse,trialNumber,responseNumber,nSubstitutions,nRepetitions,nSteps,shiftingType
138249,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,5dBBOQVu1625302243651,1,simon_practice,1,,0,green,805.8999999761581,1,simon_green.png,congruent,left,green
138249,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,5dBBOQVu1625302243651,2,simon_practice,1,,0,green,564.4000000953674,1,simon_green.png,congruent,left,green
138249,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,5dBBOQVu1625302243651,3,simon_practice,1,,0,red,640.2000000476837,0,simon_green.png,incongruent,right,green
138249,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,5dBBOQVu1625302243651,4,simon_practice,1,,0,red,1641.9000000953674,1,simon_red.png,congruent,right,red
138249,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,5dBBOQVu1625302243651,5,simon_practice,1,,0,red,767.5999999046326,1,simon_red.png,congruent,right,red
138249,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,5dBBOQVu1625302243651,6,simon_practice,1,,0,green,658.2000000476837,0,simon_red.png,incongruent,left,red
138249,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,5dBBOQVu1625302243651,7,simon_practice,1,,0,green,3879.9000000953674,1,simon_green.png,congruent,left,green
138249,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,5dBBOQVu1625302243651,8,simon_practice,1,,0,red,1065.7999999523163,1,simon_red.png,congruent,right,red
138249,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,5dBBOQVu1625302243651,9,simon_practice,1,,0,red,739.6999999284744,1,simon_red.png,congruent,right,red
138249,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,5dBBOQVu1625302243651,10,simon_practice,1,,0,red,1231.5,1,simon_red.png,incongruent,left,red
