userCode,extId,moduleId,sessionId,sessionToken,trialId,executableId,session.complete,session.condition,session.forceExit,givenResponse,reactionTime,score,stimulusValue,stimulusType,stimulusPosition,correctResponse
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,1,simon_practice,0,,0,green,3548.899999976158,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,2,simon_practice,0,,0,green,2355.900000035763,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,3,simon_practice,0,,0,green,3882.699999988079,1,simon_green.png,incongruent,right,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,4,simon_practice,0,,0,red,1519.7999999523163,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,5,simon_practice,0,,0,red,1209.699999988079,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,6,simon_practice,0,,0,red,1432.5,1,simon_red.png,incongruent,left,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,7,simon_practice,0,,0,green,1183.6000000238419,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,8,simon_practice,0,,0,red,1148.3999999761581,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,9,simon_practice,0,,0,red,1250.7000000476837,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,10,simon_practice,0,,0,red,1018,1,simon_red.png,incongruent,left,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,11,simon_practice,0,,0,green,963.1999999880791,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,12,simon_practice,0,,0,green,1273.800000011921,1,simon_green.png,incongruent,right,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,13,simon_test,0,,0,green,1064.199999988079,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,14,simon_test,0,,0,red,982.6999999880791,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,15,simon_test,0,,0,green,914.3999999761581,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,16,simon_test,0,,0,green,712.6999999880791,1,simon_green.png,incongruent,right,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,17,simon_test,0,,0,red,888.1000000238419,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,18,simon_test,0,,0,green,861.8999999761581,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,19,simon_test,0,,0,red,946.3000000119209,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,20,simon_test,0,,0,green,1025.5,1,simon_green.png,incongruent,right,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,21,simon_test,0,,0,green,896.3000000119209,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,22,simon_test,0,,0,red,954.5,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,23,simon_test,0,,0,red,1435.699999988079,1,simon_red.png,incongruent,left,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,24,simon_test,0,,0,red,878,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,25,simon_test,0,,0,green,820.3000000119209,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,26,simon_test,0,,0,red,910.5,1,simon_red.png,incongruent,left,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,27,simon_test,0,,0,red,934.6999999880791,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,28,simon_test,0,,0,green,862.2000000476837,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,29,simon_test,0,,0,red,1407.300000011921,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,30,simon_test,0,,0,red,850,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,31,simon_test,0,,0,green,872.5,1,simon_green.png,incongruent,right,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,32,simon_test,0,,0,green,874.9000000357628,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,33,simon_test,0,,0,red,912.7000000476837,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,34,simon_test,0,,0,green,903.7000000476837,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,35,simon_test,0,,0,red,1286.3999999761581,1,simon_red.png,incongruent,left,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,36,simon_test,0,,0,green,1067.5,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,37,simon_test,0,,0,red,1308.7999999523163,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,38,simon_test,0,,0,green,878,1,simon_green.png,incongruent,right,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,39,simon_test,0,,0,red,1158.5,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,40,simon_test,0,,0,green,1302.5999999642372,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,41,simon_test,0,,0,red,907.7999999523163,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,42,simon_test,0,,0,red,980.5,1,simon_red.png,incongruent,left,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,43,simon_test,0,,0,green,948.3000000119209,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,44,simon_test,0,,0,green,1029.300000011921,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,45,simon_test,0,,0,red,921.5,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,46,simon_test,0,,0,green,877.5,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,47,simon_test,0,,0,green,994.8999999761581,1,simon_green.png,incongruent,right,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,48,simon_test,0,,0,green,896,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,49,simon_test,0,,0,red,898.2999999523163,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,50,simon_test,0,,0,green,1867.300000011921,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,51,simon_test,0,,0,green,1111.699999988079,1,simon_green.png,incongruent,right,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,52,simon_test,0,,0,green,1051,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,53,simon_test,0,,0,green,1008,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,54,simon_test,0,,0,red,1025.5,1,simon_red.png,incongruent,left,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,55,simon_test,0,,0,green,1374.9000000357628,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,56,simon_test,0,,0,red,1166.5,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,57,simon_test,0,,0,red,1231.199999988079,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,58,simon_test,0,,0,green,980.3999999761581,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,59,simon_test,0,,0,red,1224.9000000357628,1,simon_red.png,incongruent,left,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,60,simon_test,0,,0,red,1297.6000000238419,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,61,simon_test,0,,0,green,1042.699999988079,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,62,simon_test,0,,0,red,1116.699999988079,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,63,simon_test,0,,0,green,1144.199999988079,1,simon_green.png,incongruent,right,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,64,simon_test,0,,0,green,1190.3999999761581,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,65,simon_test,0,,0,red,1032.199999988079,1,simon_red.png,incongruent,left,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,66,simon_test,0,,0,red,1088.9000000357628,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,67,simon_test,0,,0,green,1325.800000011921,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,68,simon_test,0,,0,green,1097.300000011921,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,69,simon_test,0,,0,red,1245,1,simon_red.png,incongruent,left,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,70,simon_test,0,,0,red,1425.3999999761581,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,71,simon_test,0,,0,red,1008.5,1,simon_red.png,congruent,right,red
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,72,simon_test,0,,0,green,1118.8999999761581,1,simon_green.png,congruent,left,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,73,simon_test,0,,0,green,1122.300000011921,1,simon_green.png,incongruent,right,green
138228,,846f4b2b-0d42-4b5b-9454-662bb6f17c8a,1,6p0M2iwS1625297511092,74,simon_test,0,,0,red,1834.2999999523163,1,simon_red.png,congruent,right,red
